sample,dimension,method,y_label,target_gene,gRNA_simplified,effect_label,sil_score_test,sil_score_train,effect
0,2,euclidean,gRNA,SRPRA,sgRNA--SRPRA-3,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,TIMM23,sgRNA--TIMM23-2,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,TMED2,sgRNA--TMED2-3,1,0.3592836260795593,0.4147389829158783,effect
0,2,euclidean,gRNA,ATP5F1B,sgRNA--ATP5F1B-6,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,SEC61G,sgRNA--SEC61G-3,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,SRP68,sgRNA--SRP68-3,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,Control,Non-Targeting,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,CDKN1B,sgRNA--CDKN1B-2,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,UFM1,sgRNA--UFM1-1,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,SEC61A1,sgRNA--SEC61A1-1,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,QARS,sgRNA--QARS-2,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,SEC61A1,sgRNA--SEC61A1-3,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,CDKN2A,sgRNA--CDKN2A-3,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,QARS,sgRNA--QARS-1,1,0.3592836260795593,0.4147389829158783,effect
0,2,euclidean,gRNA,CDKN2B,sgRNA--CDKN2B-4,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,SRPRB,sgRNA--SRPRB-4,0,0.3592836260795593,0.4147389829158783,no effect
0,2,euclidean,gRNA,SRPRA,sgRNA--SRPRA-1,0,0.3592836260795593,0.4147389829158783,no effect
